Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
Low Fat,0.12428304,Soft Drinks,153.5024,OUT049,Medium,Tier 1,Supermarket Type1,2428.8384
Low Fat,0.115167793,Fruits and Vegetables,37.4848,OUT049,Medium,Tier 1,Supermarket Type1,111.8544
Low Fat,0.153369191,Canned,117.2124,OUT049,Medium,Tier 1,Supermarket Type1,1422.1488
Low Fat,0.169829875,Others,185.5924,OUT049,Medium,Tier 1,Supermarket Type1,3146.5708
LF,0.167464147,Snack Foods,255.7646,OUT049,Medium,Tier 1,Supermarket Type1,5410.9566
Regular,0.103,Dairy,96.7752,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528
Low Fat,0.184168135,Meat,190.5846,OUT049,Medium,Tier 1,Supermarket Type1,3630.6074
Low Fat,0.178675438,Hard Drinks,53.3614,OUT049,Medium,Tier 1,Supermarket Type1,331.5684
Low Fat,0.113381661,Household,207.8954,OUT049,Medium,Tier 1,Supermarket Type1,2292.3494
Low Fat,0.154928034,Household,151.4024,OUT049,Medium,Tier 1,Supermarket Type1,1973.4312
Low Fat,0.222570595,Frozen Foods,249.7434,OUT049,Medium,Tier 1,Supermarket Type1,4221.8378
Regular,0.103,Starchy Foods,63.6168,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528
Regular,0.225065518,Meat,103.3674,OUT049,Medium,Tier 1,Supermarket Type1,2546.685
Low Fat,0.239512858,Snack Foods,128.7678,OUT049,Medium,Tier 1,Supermarket Type1,3052.0272
Low Fat,0.181034976,Baking Goods,178.066,OUT049,Medium,Tier 1,Supermarket Type1,3954.852
Regular,0.213202066,Frozen Foods,39.7506,OUT049,Medium,Tier 1,Supermarket Type1,721.0614
Low Fat,0.11858456,Fruits and Vegetables,185.1266,OUT049,Medium,Tier 1,Supermarket Type1,4795.0916
Low Fat,0.152942926,Dairy,82.425,OUT049,Medium,Tier 1,Supermarket Type1,1414.825
Regular,0.141817121,Fruits and Vegetables,262.6252,OUT049,Medium,Tier 1,Supermarket Type1,524.6504
reg,0.177847665,Breads,78.8986,OUT049,Medium,Tier 1,Supermarket Type1,623.1888
Regular,0.151010812,Fruits and Vegetables,187.7556,OUT049,Medium,Tier 1,Supermarket Type1,3004.0896
Low Fat,0.229579586,Canned,112.2886,OUT049,Medium,Tier 1,Supermarket Type1,2557.3378
Low Fat,0.26634971,Health and Hygiene,45.1086,OUT049,Medium,Tier 1,Supermarket Type1,669.129
Regular,0.212265987,Soft Drinks,42.3112,OUT049,Medium,Tier 1,Supermarket Type1,980.0576
Low Fat,0.196159233,Household,55.7956,OUT049,Medium,Tier 1,Supermarket Type1,1037.3164
Regular,0.120658634,Starchy Foods,240.1538,OUT049,Medium,Tier 1,Supermarket Type1,1442.1228
Low Fat,0.129722744,Canned,59.2246,OUT049,Medium,Tier 1,Supermarket Type1,984.7182
Regular,0.260075658,Dairy,240.5538,OUT049,Medium,Tier 1,Supermarket Type1,3845.6608
Low Fat,0.20534983,Fruits and Vegetables,55.0298,OUT049,Medium,Tier 1,Supermarket Type1,539.298
Regular,0.178868843,Baking Goods,261.7568,OUT049,Medium,Tier 1,Supermarket Type1,1845.5976
Regular,0.155493162,Frozen Foods,113.9176,OUT049,Medium,Tier 1,Supermarket Type1,2519.3872
Low Fat,0.146831721,Snack Foods,184.195,OUT049,Medium,Tier 1,Supermarket Type1,2746.425
Regular,0.103,Starchy Foods,173.6738,OUT049,Medium,Tier 1,Supermarket Type1,2954.1546
Low Fat,0.158075504,Health and Hygiene,33.3874,OUT049,Medium,Tier 1,Supermarket Type1,282.2992
Regular,0.184879864,Fruits and Vegetables,91.7488,OUT049,Medium,Tier 1,Supermarket Type1,1358.232
Regular,0.14228284,Snack Foods,94.641,OUT049,Medium,Tier 1,Supermarket Type1,2799.689
LF,0.280545624,Household,172.4422,OUT049,Medium,Tier 1,Supermarket Type1,3621.2862
Low Fat,0.161437653,Dairy,143.0128,OUT049,Medium,Tier 1,Supermarket Type1,1150.5024
Regular,0.141011783,Snack Foods,89.6856,OUT049,Medium,Tier 1,Supermarket Type1,703.0848
Low Fat,0.144291929,Household,130.131,OUT049,Medium,Tier 1,Supermarket Type1,1038.648
Low Fat,0.108557062,Frozen Foods,122.1414,OUT049,Medium,Tier 1,Supermarket Type1,2924.1936
Regular,0.190542757,Fruits and Vegetables,219.8456,OUT049,Medium,Tier 1,Supermarket Type1,6189.2768
Low Fat,0.223731024,Fruits and Vegetables,46.506,OUT049,Medium,Tier 1,Supermarket Type1,652.484
Low Fat,0.142207025,Household,116.1176,OUT049,Medium,Tier 1,Supermarket Type1,2633.9048
Low Fat,0.257228739,Starchy Foods,107.3938,OUT049,Medium,Tier 1,Supermarket Type1,750.3566
Low Fat,0.120065268,Health and Hygiene,109.5228,OUT049,Medium,Tier 1,Supermarket Type1,1768.3648
Low Fat,0.109770252,Others,124.473,OUT049,Medium,Tier 1,Supermarket Type1,1231.73
Low Fat,0.177522745,Household,228.801,OUT049,Medium,Tier 1,Supermarket Type1,3215.814
Low Fat,0.197366079,Soft Drinks,190.9872,OUT049,Medium,Tier 1,Supermarket Type1,2836.308
Low Fat,0.161485617,Snack Foods,44.7744,OUT049,Medium,Tier 1,Supermarket Type1,679.116
Low Fat,0.195811105,Household,159.7604,OUT049,Medium,Tier 1,Supermarket Type1,4119.9704
Regular,0.20035225,Snack Foods,160.7262,OUT049,Medium,Tier 1,Supermarket Type1,1750.3882
Low Fat,0.117602837,Fruits and Vegetables,158.6262,OUT049,Medium,Tier 1,Supermarket Type1,3819.0288
Regular,0.117649641,Canned,207.3638,OUT049,Medium,Tier 1,Supermarket Type1,5797.7864
Low Fat,0.138999599,Soft Drinks,41.5138,OUT049,Medium,Tier 1,Supermarket Type1,162.4552
Low Fat,0.117296484,Household,53.7614,OUT049,Medium,Tier 1,Supermarket Type1,1436.7964
Regular,0.103,Dairy,57.8562,OUT049,Medium,Tier 1,Supermarket Type1,711.0744
Low Fat,0.176397129,Soft Drinks,91.912,OUT049,Medium,Tier 1,Supermarket Type1,2609.936
Regular,0.13276887,Dairy,145.4786,OUT049,Medium,Tier 1,Supermarket Type1,1300.3074
Low Fat,0.17025846,Household,115.186,OUT049,Medium,Tier 1,Supermarket Type1,2490.092
Low Fat,0.188085743,Baking Goods,105.128,OUT049,Medium,Tier 1,Supermarket Type1,1065.28
Low Fat,0.147730667,Household,245.1802,OUT049,Medium,Tier 1,Supermarket Type1,2456.802
Regular,0.169833743,Frozen Foods,257.2962,OUT049,Medium,Tier 1,Supermarket Type1,2330.9658
Regular,0.144837331,Baking Goods,161.8868,OUT049,Medium,Tier 1,Supermarket Type1,5077.3908
Low Fat,0.253801606,Soft Drinks,48.7692,OUT049,Medium,Tier 1,Supermarket Type1,1231.73
Low Fat,0.224438886,Snack Foods,196.1452,OUT049,Medium,Tier 1,Supermarket Type1,1565.9616
Regular,0.166916425,Fruits and Vegetables,117.1492,OUT049,Medium,Tier 1,Supermarket Type1,2780.3808
Regular,0.127892129,Soft Drinks,37.8822,OUT049,Medium,Tier 1,Supermarket Type1,589.233
Regular,0.131765486,Canned,115.3492,OUT049,Medium,Tier 1,Supermarket Type1,1274.3412
Low Fat,0.129182758,Snack Foods,253.6356,OUT049,Medium,Tier 1,Supermarket Type1,5086.712
Low Fat,0.174354774,Starchy Foods,125.702,OUT049,Medium,Tier 1,Supermarket Type1,2530.04
Low Fat,0.135637373,Health and Hygiene,191.6162,OUT049,Medium,Tier 1,Supermarket Type1,3463.4916
Regular,0.128409912,Baking Goods,83.2934,OUT049,Medium,Tier 1,Supermarket Type1,1883.5482
Low Fat,0.187885375,Frozen Foods,39.2796,OUT049,Medium,Tier 1,Supermarket Type1,701.7532
Low Fat,0.125879017,Health and Hygiene,176.0686,OUT049,Medium,Tier 1,Supermarket Type1,533.3058
Low Fat,0.179975118,Household,116.6492,OUT049,Medium,Tier 1,Supermarket Type1,2664.5316
Regular,0.11899013,Snack Foods,228.8352,OUT049,Medium,Tier 1,Supermarket Type1,4351.6688
Low Fat,0.16828457,Dairy,145.076,OUT049,Medium,Tier 1,Supermarket Type1,1904.188
Low Fat,0.230647181,Canned,207.927,OUT049,Medium,Tier 1,Supermarket Type1,2097.27
Regular,0.210223632,Dairy,223.5772,OUT049,Medium,Tier 1,Supermarket Type1,2668.5264
Low Fat,0.127264569,Dairy,46.5718,OUT049,Medium,Tier 1,Supermarket Type1,1607.2412
Low Fat,0.14488955,Household,255.9014,OUT049,Medium,Tier 1,Supermarket Type1,3315.0182
Regular,0.247241314,Dairy,239.4222,OUT049,Medium,Tier 1,Supermarket Type1,3346.3108
Regular,0.149844194,Fruits and Vegetables,174.2422,OUT049,Medium,Tier 1,Supermarket Type1,1379.5376
Regular,0.103,Fruits and Vegetables,156.4946,OUT049,Medium,Tier 1,Supermarket Type1,2998.0974
Low Fat,0.158213208,Fruits and Vegetables,129.5994,OUT049,Medium,Tier 1,Supermarket Type1,642.497
Regular,0.222361718,Dairy,231.63,OUT049,Medium,Tier 1,Supermarket Type1,2563.33
Regular,0.226307177,Snack Foods,93.5436,OUT049,Medium,Tier 1,Supermarket Type1,283.6308
Low Fat,0.216072194,Soft Drinks,35.8848,OUT049,Medium,Tier 1,Supermarket Type1,596.5568
Low Fat,0.174103348,Household,75.4696,OUT049,Medium,Tier 1,Supermarket Type1,1416.8224
Regular,0.261715731,Meat,157.2946,OUT049,Medium,Tier 1,Supermarket Type1,1577.946
Low Fat,0.14198577,Soft Drinks,34.619,OUT049,Medium,Tier 1,Supermarket Type1,732.38
Low Fat,0.110468056,Household,186.9556,OUT049,Medium,Tier 1,Supermarket Type1,3379.6008
Regular,0.123442889,Meat,98.0042,OUT049,Medium,Tier 1,Supermarket Type1,1587.2672
Low Fat,0.200862839,Health and Hygiene,239.3196,OUT049,Medium,Tier 1,Supermarket Type1,3615.294
Low Fat,0.200367722,Dairy,89.3856,OUT049,Medium,Tier 1,Supermarket Type1,878.856
Regular,0.203555034,Baking Goods,88.8856,OUT049,Medium,Tier 1,Supermarket Type1,439.428
Regular,0.135227432,Canned,186.824,OUT049,Medium,Tier 1,Supermarket Type1,1864.24
Low Fat,0.21447467,Others,108.0912,OUT049,Medium,Tier 1,Supermarket Type1,1637.868
Regular,0.125954444,Fruits and Vegetables,184.495,OUT049,Medium,Tier 1,Supermarket Type1,4028.09
Regular,0.245759833,Breads,159.3578,OUT049,Medium,Tier 1,Supermarket Type1,3048.6982
Regular,0.148052492,Snack Foods,102.6016,OUT049,Medium,Tier 1,Supermarket Type1,3137.2496
Low Fat,0.251612263,Fruits and Vegetables,104.528,OUT049,Medium,Tier 1,Supermarket Type1,1384.864
Low Fat,0.244862435,Canned,171.0132,OUT049,Medium,Tier 1,Supermarket Type1,4396.9432
Low Fat,0.277644552,Fruits and Vegetables,113.2834,OUT049,Medium,Tier 1,Supermarket Type1,1727.751
Low Fat,0.228964559,Health and Hygiene,124.773,OUT049,Medium,Tier 1,Supermarket Type1,2956.152
Low Fat,0.218064263,Frozen Foods,58.6246,OUT049,Medium,Tier 1,Supermarket Type1,868.869
Regular,0.13260641,Baking Goods,65.4142,OUT049,Medium,Tier 1,Supermarket Type1,1516.0266
Regular,0.169352552,Breakfast,181.2292,OUT049,Medium,Tier 1,Supermarket Type1,4195.8716
LF,0.133174246,Canned,76.667,OUT049,Medium,Tier 1,Supermarket Type1,1531.34
Low Fat,0.128169703,Health and Hygiene,150.4734,OUT049,Medium,Tier 1,Supermarket Type1,1187.7872
Regular,0.213163385,Fruits and Vegetables,83.6592,OUT049,Medium,Tier 1,Supermarket Type1,1320.9472
Low Fat,0.229440335,Household,125.2362,OUT049,Medium,Tier 1,Supermarket Type1,1384.1982
Low Fat,0.156305463,Fruits and Vegetables,58.193,OUT049,Medium,Tier 1,Supermarket Type1,848.895
Low Fat,0.134200065,Household,174.7054,OUT049,Medium,Tier 1,Supermarket Type1,6303.7944
Low Fat,0.115673238,Household,121.5414,OUT049,Medium,Tier 1,Supermarket Type1,4020.7662
Low Fat,0.114106465,Breads,42.7454,OUT049,Medium,Tier 1,Supermarket Type1,419.454
Regular,0.134494041,Canned,98.87,OUT049,Medium,Tier 1,Supermarket Type1,2197.14
Low Fat,0.125099982,Dairy,110.1886,OUT049,Medium,Tier 1,Supermarket Type1,1334.2632
Low Fat,0.132117482,Household,123.0414,OUT049,Medium,Tier 1,Supermarket Type1,1583.9382
Low Fat,0.142071642,Snack Foods,145.3418,OUT049,Medium,Tier 1,Supermarket Type1,882.8508
Regular,0.103,Soft Drinks,43.0086,OUT049,Medium,Tier 1,Supermarket Type1,713.7376
Low Fat,0.113055503,Snack Foods,163.7552,OUT049,Medium,Tier 1,Supermarket Type1,1787.0072
Regular,0.196909644,Snack Foods,213.7244,OUT049,Medium,Tier 1,Supermarket Type1,4022.7636
Regular,0.230066966,Frozen Foods,76.5354,OUT049,Medium,Tier 1,Supermarket Type1,1655.1788
Low Fat,0.103,Dairy,231.9668,OUT049,Medium,Tier 1,Supermarket Type1,1842.9344
Low Fat,0.135306341,Health and Hygiene,166.3526,OUT049,Medium,Tier 1,Supermarket Type1,986.7156
Low Fat,0.158015935,Baking Goods,194.3452,OUT049,Medium,Tier 1,Supermarket Type1,2740.4328
Low Fat,0.21650542,Soft Drinks,186.8924,OUT049,Medium,Tier 1,Supermarket Type1,2961.4784
Low Fat,0.127369007,Household,40.2454,OUT049,Medium,Tier 1,Supermarket Type1,922.7988
reg,0.197037291,Fruits and Vegetables,62.3194,OUT049,Medium,Tier 1,Supermarket Type1,495.3552
Low Fat,0.103,Soft Drinks,166.5158,OUT049,Medium,Tier 1,Supermarket Type1,3509.4318
Low Fat,0.192144149,Canned,144.9786,OUT049,Medium,Tier 1,Supermarket Type1,1011.3502
Regular,0.164270647,Breakfast,56.7588,OUT049,Medium,Tier 1,Supermarket Type1,343.5528
Low Fat,0.152381666,Snack Foods,193.0478,OUT049,Medium,Tier 1,Supermarket Type1,1549.9824
Low Fat,0.195927148,Household,249.5066,OUT049,Medium,Tier 1,Supermarket Type1,4267.1122
Low Fat,0.135924463,Baking Goods,107.2938,OUT049,Medium,Tier 1,Supermarket Type1,2143.876
Regular,0.119679232,Frozen Foods,96.3726,OUT049,Medium,Tier 1,Supermarket Type1,2740.4328
Regular,0.103,Snack Foods,110.0544,OUT049,Medium,Tier 1,Supermarket Type1,2572.6512
Low Fat,0.131566433,Baking Goods,193.0136,OUT049,Medium,Tier 1,Supermarket Type1,4860.34
Regular,0.20242555,Frozen Foods,87.0856,OUT049,Medium,Tier 1,Supermarket Type1,527.3136
Low Fat,0.165384659,Starchy Foods,34.6532,OUT049,Medium,Tier 1,Supermarket Type1,719.064
Low Fat,0.144802518,Health and Hygiene,34.8216,OUT049,Medium,Tier 1,Supermarket Type1,311.5944
Regular,0.143268044,Canned,191.453,OUT049,Medium,Tier 1,Supermarket Type1,1707.777
Low Fat,0.18084544,Snack Foods,260.5962,OUT049,Medium,Tier 1,Supermarket Type1,3884.943
Regular,0.14574788,Meat,183.695,OUT049,Medium,Tier 1,Supermarket Type1,2929.52
Low Fat,0.14872322,Canned,222.1456,OUT049,Medium,Tier 1,Supermarket Type1,5747.1856
Regular,0.249527359,Seafood,147.905,OUT049,Medium,Tier 1,Supermarket Type1,2247.075
Regular,0.128961116,Snack Foods,80.4302,OUT049,Medium,Tier 1,Supermarket Type1,316.9208
Regular,0.149960237,Baking Goods,111.857,OUT049,Medium,Tier 1,Supermarket Type1,2966.139
Low Fat,0.219723677,Snack Foods,182.4266,OUT049,Medium,Tier 1,Supermarket Type1,5163.9448
Regular,0.141560279,Fruits and Vegetables,109.857,OUT049,Medium,Tier 1,Supermarket Type1,1208.427
Low Fat,0.103,Health and Hygiene,182.1608,OUT049,Medium,Tier 1,Supermarket Type1,3123.9336
Low Fat,0.145716162,Canned,257.833,OUT049,Medium,Tier 1,Supermarket Type1,3332.329
Regular,0.232016487,Starchy Foods,98.4068,OUT049,Medium,Tier 1,Supermarket Type1,1846.9292
Regular,0.282355893,Meat,94.1752,OUT049,Medium,Tier 1,Supermarket Type1,575.2512
Regular,0.135208865,Canned,154.9972,OUT049,Medium,Tier 1,Supermarket Type1,3739.1328
Low Fat,0.238944247,Hard Drinks,172.0422,OUT049,Medium,Tier 1,Supermarket Type1,2586.633
Low Fat,0.184260969,Meat,221.7798,OUT049,Medium,Tier 1,Supermarket Type1,3085.3172
Low Fat,0.202274694,Snack Foods,104.528,OUT049,Medium,Tier 1,Supermarket Type1,852.224
Regular,0.15223932,Fruits and Vegetables,144.4102,OUT049,Medium,Tier 1,Supermarket Type1,4374.306
Low Fat,0.15637973,Frozen Foods,56.7904,OUT049,Medium,Tier 1,Supermarket Type1,1113.2176
Low Fat,0.125602061,Frozen Foods,98.1068,OUT049,Medium,Tier 1,Supermarket Type1,1458.102
Low Fat,0.115737719,Meat,38.5822,OUT049,Medium,Tier 1,Supermarket Type1,353.5398
LF,0.114305479,Household,235.5248,OUT049,Medium,Tier 1,Supermarket Type1,4740.496
Low Fat,0.1388031,Fruits and Vegetables,130.3284,OUT049,Medium,Tier 1,Supermarket Type1,2504.7396
Low Fat,0.140955309,Meat,62.8826,OUT049,Medium,Tier 1,Supermarket Type1,710.4086
Low Fat,0.147566659,Dairy,88.5856,OUT049,Medium,Tier 1,Supermarket Type1,703.0848
Low Fat,0.155061483,Fruits and Vegetables,76.7986,OUT049,Medium,Tier 1,Supermarket Type1,1324.2762
Regular,0.138561344,Snack Foods,112.1518,OUT049,Medium,Tier 1,Supermarket Type1,1821.6288
Regular,0.222647957,Fruits and Vegetables,180.9976,OUT049,Medium,Tier 1,Supermarket Type1,4165.2448
Regular,0.252598628,Snack Foods,179.466,OUT049,Medium,Tier 1,Supermarket Type1,3775.086
Low Fat,0.103,Hard Drinks,125.9362,OUT049,Medium,Tier 1,Supermarket Type1,1635.8706
Regular,0.140580877,Frozen Foods,162.6526,OUT049,Medium,Tier 1,Supermarket Type1,4275.7676
Low Fat,0.144986639,Snack Foods,93.2462,OUT049,Medium,Tier 1,Supermarket Type1,1480.7392
Low Fat,0.288130961,Household,32.9216,OUT049,Medium,Tier 1,Supermarket Type1,588.5672
Regular,0.135960823,Snack Foods,115.0518,OUT049,Medium,Tier 1,Supermarket Type1,1366.2216
Regular,0.110055292,Soft Drinks,188.653,OUT049,Medium,Tier 1,Supermarket Type1,3605.307
Low Fat,0.103,Hard Drinks,54.9614,OUT049,Medium,Tier 1,Supermarket Type1,552.614
Low Fat,0.118295536,Canned,89.7146,OUT049,Medium,Tier 1,Supermarket Type1,547.2876
Low Fat,0.146033346,Fruits and Vegetables,89.4172,OUT049,Medium,Tier 1,Supermarket Type1,1159.8236
Regular,0.208471384,Baking Goods,105.8648,OUT049,Medium,Tier 1,Supermarket Type1,1973.4312
Regular,0.287454044,Canned,211.4902,OUT049,Medium,Tier 1,Supermarket Type1,4035.4138
Low Fat,0.208042025,Snack Foods,163.8868,OUT049,Medium,Tier 1,Supermarket Type1,3111.9492
Low Fat,0.113781158,Hard Drinks,149.9392,OUT049,Medium,Tier 1,Supermarket Type1,1938.8096
Low Fat,0.263216552,Snack Foods,93.512,OUT049,Medium,Tier 1,Supermarket Type1,1677.816
Low Fat,0.179193763,Baking Goods,89.783,OUT049,Medium,Tier 1,Supermarket Type1,2247.075
Regular,0.138311852,Fruits and Vegetables,160.9578,OUT049,Medium,Tier 1,Supermarket Type1,4813.734
Regular,0.206080901,Fruits and Vegetables,131.2968,OUT049,Medium,Tier 1,Supermarket Type1,1957.452
Low Fat,0.150260402,Baking Goods,102.8016,OUT049,Medium,Tier 1,Supermarket Type1,1922.8304
Low Fat,0.128776994,Fruits and Vegetables,169.9474,OUT049,Medium,Tier 1,Supermarket Type1,2863.6058
Regular,0.11704119,Snack Foods,199.1084,OUT049,Medium,Tier 1,Supermarket Type1,396.8168
Regular,0.254308326,Meat,81.7276,OUT049,Medium,Tier 1,Supermarket Type1,2030.69
low fat,0.103,Baking Goods,156.4604,OUT049,Medium,Tier 1,Supermarket Type1,2376.906
Low Fat,0.188223447,Hard Drinks,189.2872,OUT049,Medium,Tier 1,Supermarket Type1,6050.7904
Regular,0.130653795,Canned,88.0856,OUT049,Medium,Tier 1,Supermarket Type1,1318.284
Low Fat,0.255294691,Breakfast,98.9358,OUT049,Medium,Tier 1,Supermarket Type1,1508.037
Low Fat,0.124409913,Breakfast,229.7326,OUT049,Medium,Tier 1,Supermarket Type1,6930.978
Regular,0.115030747,Canned,166.6184,OUT049,Medium,Tier 1,Supermarket Type1,1155.8288
low fat,0.138118834,Dairy,93.412,OUT049,Medium,Tier 1,Supermarket Type1,932.12
reg,0.112883257,Meat,149.8366,OUT049,Medium,Tier 1,Supermarket Type1,1964.7758
Regular,0.181909166,Dairy,186.724,OUT049,Medium,Tier 1,Supermarket Type1,4474.176
Low Fat,0.200770004,Starchy Foods,222.8746,OUT049,Medium,Tier 1,Supermarket Type1,3589.9936
Low Fat,0.119135764,Household,195.6478,OUT049,Medium,Tier 1,Supermarket Type1,4262.4516
Low Fat,0.168350715,Snack Foods,175.437,OUT049,Medium,Tier 1,Supermarket Type1,3175.866
Regular,0.133742083,Canned,85.554,OUT049,Medium,Tier 1,Supermarket Type1,1211.756
Low Fat,0.120746826,Health and Hygiene,210.8244,OUT049,Medium,Tier 1,Supermarket Type1,2540.6928
Regular,0.164190964,Meat,47.1744,OUT049,Medium,Tier 1,Supermarket Type1,996.0368
Low Fat,0.178056542,Dairy,76.0354,OUT049,Medium,Tier 1,Supermarket Type1,601.8832
Low Fat,0.124240491,Canned,216.9824,OUT049,Medium,Tier 1,Supermarket Type1,4804.4128
Low Fat,0.119132592,Health and Hygiene,130.2626,OUT049,Medium,Tier 1,Supermarket Type1,3016.7398
Low Fat,0.123903193,Dairy,119.2782,OUT049,Medium,Tier 1,Supermarket Type1,3098.6332
Regular,0.131320655,Canned,172.5422,OUT049,Medium,Tier 1,Supermarket Type1,2241.7486
Regular,0.142990314,Soft Drinks,165.0868,OUT049,Medium,Tier 1,Supermarket Type1,982.7208
Low Fat,0.133140981,Fruits and Vegetables,216.0192,OUT049,Medium,Tier 1,Supermarket Type1,2588.6304
Low Fat,0.127515221,Health and Hygiene,189.2214,OUT049,Medium,Tier 1,Supermarket Type1,3956.8494
Low Fat,0.231614205,Fruits and Vegetables,111.6886,OUT049,Medium,Tier 1,Supermarket Type1,1556.6404
Low Fat,0.148340279,Snack Foods,85.025,OUT049,Medium,Tier 1,Supermarket Type1,2080.625
Low Fat,0.139341539,Fruits and Vegetables,142.9154,OUT049,Medium,Tier 1,Supermarket Type1,3261.7542
Low Fat,0.123423549,Snack Foods,249.0092,OUT049,Medium,Tier 1,Supermarket Type1,2988.1104
Low Fat,0.176493831,Health and Hygiene,118.344,OUT049,Medium,Tier 1,Supermarket Type1,1797.66
Regular,0.166962842,Breads,263.1594,OUT049,Medium,Tier 1,Supermarket Type1,2616.594
Low Fat,0.195060694,Others,183.7608,OUT049,Medium,Tier 1,Supermarket Type1,4777.7808
Regular,0.24826636,Fruits and Vegetables,172.908,OUT049,Medium,Tier 1,Supermarket Type1,6231.888
Low Fat,0.151762383,Others,165.2526,OUT049,Medium,Tier 1,Supermarket Type1,3946.8624
Regular,0.170181098,Snack Foods,258.8304,OUT049,Medium,Tier 1,Supermarket Type1,5424.9384
Low Fat,0.121439138,Frozen Foods,254.7698,OUT049,Medium,Tier 1,Supermarket Type1,5073.396
Regular,0.151738014,Frozen Foods,262.1278,OUT049,Medium,Tier 1,Supermarket Type1,3904.917
LF,0.182342006,Frozen Foods,226.0062,OUT049,Medium,Tier 1,Supermarket Type1,1805.6496
Low Fat,0.184446638,Fruits and Vegetables,257.0988,OUT049,Medium,Tier 1,Supermarket Type1,6424.97
Regular,0.103,Breads,131.531,OUT049,Medium,Tier 1,Supermarket Type1,2466.789
Low Fat,0.144681059,Soft Drinks,164.2526,OUT049,Medium,Tier 1,Supermarket Type1,1315.6208
Regular,0.144313203,Canned,42.0454,OUT049,Medium,Tier 1,Supermarket Type1,377.5086
Regular,0.132700018,Fruits and Vegetables,140.3838,OUT049,Medium,Tier 1,Supermarket Type1,1404.838
Low Fat,0.103,Fruits and Vegetables,111.3228,OUT049,Medium,Tier 1,Supermarket Type1,1436.7964
Low Fat,0.122064377,Snack Foods,238.2248,OUT049,Medium,Tier 1,Supermarket Type1,3555.372
Low Fat,0.163342304,Starchy Foods,165.9526,OUT049,Medium,Tier 1,Supermarket Type1,1644.526
Regular,0.127935297,Baking Goods,172.0422,OUT049,Medium,Tier 1,Supermarket Type1,3966.1706
Low Fat,0.124619564,Canned,50.6982,OUT049,Medium,Tier 1,Supermarket Type1,736.3748
Regular,0.276027688,Snack Foods,155.2972,OUT049,Medium,Tier 1,Supermarket Type1,3583.3356
Low Fat,0.12245343,Snack Foods,120.8756,OUT049,Medium,Tier 1,Supermarket Type1,1454.1072
Low Fat,0.246506376,Household,34.719,OUT049,Medium,Tier 1,Supermarket Type1,768.999
Regular,0.236352623,Canned,219.7798,OUT049,Medium,Tier 1,Supermarket Type1,2644.5576
Low Fat,0.169979957,Snack Foods,196.7084,OUT049,Medium,Tier 1,Supermarket Type1,3174.5344
Low Fat,0.116863257,Soft Drinks,45.106,OUT049,Medium,Tier 1,Supermarket Type1,1398.18
Low Fat,0.222547387,Baking Goods,108.9596,OUT049,Medium,Tier 1,Supermarket Type1,539.298
LF,0.124306635,Baking Goods,119.8124,OUT049,Medium,Tier 1,Supermarket Type1,1896.1984
Regular,0.197807042,Meat,213.356,OUT049,Medium,Tier 1,Supermarket Type1,3835.008
Regular,0.268616415,Fruits and Vegetables,172.6764,OUT049,Medium,Tier 1,Supermarket Type1,2061.3168
Regular,0.12754694,Breads,95.7068,OUT049,Medium,Tier 1,Supermarket Type1,1166.4816
low fat,0.183765853,Household,169.179,OUT049,Medium,Tier 1,Supermarket Type1,2037.348
Low Fat,0.147978225,Health and Hygiene,140.8838,OUT049,Medium,Tier 1,Supermarket Type1,2247.7408
Regular,0.162820884,Fruits and Vegetables,130.3968,OUT049,Medium,Tier 1,Supermarket Type1,3523.4136
LF,0.173149088,Dairy,264.5226,OUT049,Medium,Tier 1,Supermarket Type1,3436.1938
Regular,0.264798604,Baking Goods,37.2848,OUT049,Medium,Tier 1,Supermarket Type1,745.696
Low Fat,0.148274134,Frozen Foods,177.966,OUT049,Medium,Tier 1,Supermarket Type1,3415.554
Regular,0.103,Snack Foods,133.0626,OUT049,Medium,Tier 1,Supermarket Type1,1573.9512
Low Fat,0.103,Household,59.2588,OUT049,Medium,Tier 1,Supermarket Type1,916.1408
Regular,0.103,Baking Goods,95.012,OUT049,Medium,Tier 1,Supermarket Type1,2050.664
Low Fat,0.273072462,Canned,183.8266,OUT049,Medium,Tier 1,Supermarket Type1,1844.266
Low Fat,0.103,Snack Foods,220.7482,OUT049,Medium,Tier 1,Supermarket Type1,4380.964
low fat,0.125434418,Fruits and Vegetables,96.2094,OUT049,Medium,Tier 1,Supermarket Type1,952.094
Low Fat,0.240441201,Snack Foods,157.663,OUT049,Medium,Tier 1,Supermarket Type1,2659.871
Low Fat,0.251302815,Health and Hygiene,108.3938,OUT049,Medium,Tier 1,Supermarket Type1,2787.0388
Low Fat,0.184914677,Breads,177.637,OUT049,Medium,Tier 1,Supermarket Type1,3352.303
Regular,0.167113698,Frozen Foods,86.5566,OUT049,Medium,Tier 1,Supermarket Type1,1183.7924
Regular,0.165625641,Baking Goods,165.3184,OUT049,Medium,Tier 1,Supermarket Type1,1651.184
LF,0.14663058,Fruits and Vegetables,148.2418,OUT049,Medium,Tier 1,Supermarket Type1,1618.5598
